GID,SampleID,number,colldate,flowering_season_start,growing_season_start,elevation,latitude,longitude,dist
G20615,SEEDGWAS4443,CIMMYTMA-006951,1968-01-01,7,5,1701,22.11666667,-103.25,8.76438509279967
G20615,SEEDGWAS2468,CIMMYTMA-006951,1968-01-01,7,5,1701,22.11666667,-103.25,8.76438509279967
G20616,SEEDGWAS5238,CIMMYTMA-006952,1968-01-01,7,5,1701,22.11666667,-103.25,8.76438509279967
G20616,SEEDGWAS4444,CIMMYTMA-006952,1968-01-01,7,5,1701,22.11666667,-103.25,8.76438509279967
G20617,SEEDGWAS3496,CIMMYTMA-006957,1968-01-01,7,5,1281,21.386317,-104.129818,9.15156811577802
G20618,SEEDGWAS4929,CIMMYTMA-006962,1968-01-01,7,5,1317,21.381182,-104.129825,9.14923587472139
G20618,SEEDGWAS2469,CIMMYTMA-006962,1968-01-01,7,5,1317,21.381182,-104.129825,9.14923587472139
G20619,SEEDGWAS4991,CIMMYTMA-006975,1968-01-01,7,5,1939,22.790665,-103.566312,9.4112179986676
G20619,SEEDGWAS2796,CIMMYTMA-006975,1968-01-01,7,5,1939,22.790665,-103.566312,9.4112179986676
G20620,SEEDGWAS4229,CIMMYTMA-006980,1968-01-01,7,5,1939,22.790665,-103.566312,9.4112179986676
G20624,SEEDGWAS4445,CIMMYTMA-006981,1968-01-01,7,5,1890,22.637382,-103.685704,9.41863419678596
G20625,SEEDGWAS4446,CIMMYTMA-006987,1968-01-01,7,5,1890,22.637382,-103.685704,9.41863419678596
G20626,SEEDGWAS4447,CIMMYTMA-006988,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20627,SEEDGWAS4448,CIMMYTMA-006989,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20628,SEEDGWAS4449,CIMMYTMA-006990,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20630,SEEDGWAS5139,CIMMYTMA-006991,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20630,SEEDGWAS3708,CIMMYTMA-006991,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20632,SEEDGWAS4450,CIMMYTMA-006993,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20632,SEEDGWAS2797,CIMMYTMA-006993,1968-01-01,7,5,2190,22.3,-103.55,9.11563074492259
G20633,SEEDGWAS4992,CIMMYTMA-006995,1968-01-01,7,5,1883,22.33333333,-102.8833333,8.5901268018904
G20633,SEEDGWAS2798,CIMMYTMA-006995,1968-01-01,7,5,1883,22.33333333,-102.8833333,8.5901268018904
G20634,SEEDGWAS4451,CIMMYTMA-006998,1968-01-01,7,5,1755,22.160694,-102.839957,8.45320623515746
G20635,SEEDGWAS2470,CIMMYTMA-007000,1968-01-01,7,5,1530,21.78333333,-102.9666667,8.3439433684027
G20635,SEEDGWAS4930,CIMMYTMA-007000,1968-01-01,7,5,1530,21.78333333,-102.9666667,8.3439433684027
G20636,SEEDGWAS5239,CIMMYTMA-007001,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20636,SEEDGWAS4452,CIMMYTMA-007001,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20637,SEEDGWAS4453,CIMMYTMA-007007,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20637,SEEDGWAS5240,CIMMYTMA-007007,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20638,SEEDGWAS4931,CIMMYTMA-007008,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20638,SEEDGWAS5241,CIMMYTMA-007008,1968-01-01,7,5,1370,21.639366,-102.968003,8.26715679381375
G20639,SEEDGWAS4454,CIMMYTMA-007009,1968-01-01,7,5,2126,23.63333333,-102.9833333,9.49597867471045
G20639,SEEDGWAS3709,CIMMYTMA-007009,1968-01-01,7,5,2126,23.63333333,-102.9833333,9.49597867471045
G20640,SEEDGWAS2799,CIMMYTMA-007010,1968-01-01,7,5,2126,23.63333333,-102.9833333,9.49597867471045
G20640,SEEDGWAS4455,CIMMYTMA-007010,1968-01-01,7,5,2126,23.63333333,-102.9833333,9.49597867471045
G20641,SEEDGWAS4230,CIMMYTMA-007011,1968-01-01,7,5,2126,23.63333333,-102.9833333,9.49597867471045
G20644,SEEDGWAS3232,CIMMYTMA-007015,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20645,SEEDGWAS3881,CIMMYTMA-007016,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20646,SEEDGWAS3882,CIMMYTMA-007017,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20647,SEEDGWAS3883,CIMMYTMA-007019,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20648,SEEDGWAS875,CIMMYTMA-007021,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20649,SEEDGWAS340,CIMMYTMA-007022,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20650,SEEDGWAS341,CIMMYTMA-007023,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20651,SEEDGWAS3884,CIMMYTMA-007024,1968-11-14,7,5,655,20.31666667,-105.3333333,9.85050778203846
G20652,SEEDGWAS1474,CIMMYTMA-007030,1968-11-13,7,5,4,21.1,-105.2166667,10.0167223383922
G20654,SEEDGWAS1476,CIMMYTMA-007032,1968-11-13,7,5,4,21.1,-105.2166667,10.0167223383922
G20656,SEEDGWAS1477,CIMMYTMA-007033,1968-11-13,7,5,8,21.2,-105.1666667,10.0100229587371
G20658,SEEDGWAS343,CIMMYTMA-007035,1968-11-13,7,5,8,21.2,-105.1666667,10.0100229587371
G20659,SEEDGWAS3885,CIMMYTMA-007037,1968-11-13,7,5,966,21.376419,-104.819531,9.7663673797737
G20660,SEEDGWAS3886,CIMMYTMA-007038,1968-11-13,7,5,966,21.376419,-104.819531,9.7663673797737
G20661,SEEDGWAS1478,CIMMYTMA-007044,1968-11-15,7,5,31,20.81666667,-105.1833333,9.87927138730383
G20662,SEEDGWAS1479,CIMMYTMA-007046,1968-11-15,7,5,31,20.81666667,-105.1833333,9.87927138730383
G20664,SEEDGWAS1481,CIMMYTMA-007050,1968-01-01,7,5,843,21.232846,-104.915301,9.79335213872477
G20666,SEEDGWAS2472,CIMMYTMA-007055,1968-11-15,7,5,1284,21.221061,-104.739704,9.62856190699717
G20669,SEEDGWAS2473,CIMMYTMA-007057,1968-01-01,7,5,1284,21.221061,-104.739704,9.62856190699717
G20671,SEEDGWAS2474,CIMMYTMA-007058,1968-01-01,7,5,1003,21.06666667,-104.4833333,9.33126478881615
G20672,SEEDGWAS639,CIMMYTMA-007059,1968-01-01,7,5,1137,21.03333333,-104.3333333,9.18092843260178
G20673,SEEDGWAS4113,CIMMYTMA-007061,1968-01-01,7,5,1181,21.696608,-104.088629,9.26097697929851
G20674,SEEDGWAS1110,CIMMYTMA-007062,1968-01-01,7,5,1181,21.696608,-104.088629,9.26097697929851
G20675,SEEDGWAS4114,CIMMYTMA-007065,1968-01-01,7,5,1023,21.03333333,-104.4666667,9.30235951466677
G20676,SEEDGWAS3887,CIMMYTMA-007070,1968-01-01,7,5,177,21.71666667,-104.8833333,9.97296357007285
G20680,SEEDGWAS3888,CIMMYTMA-007075,1968-01-01,7,5,177,21.71666667,-104.8833333,9.97296357007285
G20682,SEEDGWAS3889,CIMMYTMA-007081,1968-01-01,7,5,648,22.274119,-104.469957,9.87930198190539
G20686,SEEDGWAS1482,CIMMYTMA-007082,1968-11-26,7,5,131,22.65,-105.3333333,10.8140470268484
G20687,SEEDGWAS1483,CIMMYTMA-007086,1968-11-26,7,5,131,22.65,-105.3333333,10.8140470268484
G20688,SEEDGWAS876,CIMMYTMA-007087,1968-11-26,7,5,131,22.65,-105.3333333,10.8140470268484
G20701,SEEDGWAS1484,CIMMYTMA-007089,1968-11-26,7,5,131,22.65,-105.3333333,10.8140470268484
G20724,SEEDGWAS640,CIMMYTMA-007093,1968-11-20,7,5,1281,21.386317,-104.129818,9.15156811577802
G20725,SEEDGWAS2800,CIMMYTMA-007094,1968-01-01,7,5,1918,21.11666667,-104.35,9.23098662738112
G20734,SEEDGWAS3890,CIMMYTMA-007100,1968-01-01,7,5,570,22.513281,-104.499597,10.0290015645971
G20735,SEEDGWAS3891,CIMMYTMA-007101,1968-01-01,7,5,570,22.513281,-104.499597,10.0290015645971
G20736,SEEDGWAS877,CIMMYTMA-007102,1968-01-01,7,5,570,22.513281,-104.499597,10.0290015645971
G20737,SEEDGWAS878,CIMMYTMA-007110,1968-01-01,7,5,570,22.513281,-104.499597,10.0290015645971
G20739,SEEDGWAS3497,CIMMYTMA-007115,1968-01-01,7,5,1181,21.696608,-104.088629,9.26097697929851
G20745,SEEDGWAS1485,CIMMYTMA-007121,1968-11-27,7,5,45,23.365893,-106.44719,12.1369388115589
G20754,SEEDGWAS1486,CIMMYTMA-007122,1968-01-01,7,5,13,23.201203,-106.303401,11.9297307035792
G20755,SEEDGWAS3892,CIMMYTMA-007126,1968-11-27,7,5,58,23.357714,-106.427516,12.1158333099171
G20756,SEEDGWAS3893,CIMMYTMA-007127,1968-11-27,7,5,58,23.357714,-106.427516,12.1158333099171
G20757,SEEDGWAS3894,CIMMYTMA-007128,1968-11-27,7,5,121,23.511744,-106.30559,12.0903674059136
G20774,SEEDGWAS3895,CIMMYTMA-007129,1968-11-27,7,5,58,23.357714,-106.427516,12.1158333099171
G20778,SEEDGWAS3896,CIMMYTMA-007130,1968-11-28,7,5,114,24.758618,-107.22923,13.5407246564211
G20786,SEEDGWAS3897,CIMMYTMA-007131,1968-11-28,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20787,SEEDGWAS3898,CIMMYTMA-007136,1968-11-28,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20792,SEEDGWAS3899,CIMMYTMA-007137,1968-11-28,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20809,SEEDGWAS3900,CIMMYTMA-007138,1968-11-28,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20815,SEEDGWAS3901,CIMMYTMA-007140,1968-11-29,7,5,210,25.1,-107.45,13.9151497037502
G20820,SEEDGWAS3902,CIMMYTMA-007143,1968-11-29,7,5,235,25.34642,-107.553917,14.1411208163308
G20821,SEEDGWAS3903,CIMMYTMA-007149,1968-11-29,7,5,242,25.406933,-107.559564,14.1806058162589
G20823,SEEDGWAS3904,CIMMYTMA-007154,1968-11-29,7,5,271,25.411515,-107.561724,14.1850157522643
G2083,SEEDGWAS3380,CIMMYTMA-000238,1943-01-01,6,4,1677,18.483431,-97.427292,1.92086142794762
G20832,SEEDGWAS3905,CIMMYTMA-007157,1968-11-30,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20841,SEEDGWAS1487,CIMMYTMA-007158,1968-11-30,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20842,SEEDGWAS3906,CIMMYTMA-007160,1968-11-30,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20845,SEEDGWAS3907,CIMMYTMA-007167,1968-01-01,7,5,259,25.408895,-107.562256,14.183936598981
G20863,SEEDGWAS3908,CIMMYTMA-007168,1968-01-01,7,5,259,25.408895,-107.562256,14.183936598981
G20870,SEEDGWAS3909,CIMMYTMA-007173,1968-01-01,7,5,259,25.408895,-107.562256,14.183936598981
G20883,SEEDGWAS3910,CIMMYTMA-007177,1968-01-01,7,5,259,25.408895,-107.562256,14.183936598981
G20908,SEEDGWAS1488,CIMMYTMA-007178,1968-01-01,7,5,259,25.408895,-107.562256,14.183936598981
G20909,SEEDGWAS879,CIMMYTMA-007181,1968-12-06,7,5,108,26.417533,-108.574829,15.5949256704856
G20915,SEEDGWAS3911,CIMMYTMA-007185,1968-01-01,7,5,107,26.439466,-108.591415,15.6212596519335
G20916,SEEDGWAS3912,CIMMYTMA-007187,1968-01-01,7,5,140,26.3,-108.5666667,15.5192533774807
G20917,SEEDGWAS1490,CIMMYTMA-007189,1968-01-01,7,5,75,26.421574,-108.639475,15.6495445046434
G20919,SEEDGWAS1492,CIMMYTMA-007193,1968-01-01,7,5,244,26.63333333,-108.6333333,15.7701018500375
G20920,SEEDGWAS880,CIMMYTMA-007201,1968-12-08,7,5,416,26.425469,-108.211516,15.307857255563
G20925,SEEDGWAS3913,CIMMYTMA-007203,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20928,SEEDGWAS3914,CIMMYTMA-007204,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20930,SEEDGWAS3915,CIMMYTMA-007206,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20931,SEEDGWAS881,CIMMYTMA-007207,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20932,SEEDGWAS2046,CIMMYTMA-007208,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20932,SEEDGWAS4885,CIMMYTMA-007208,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20934,SEEDGWAS3916,CIMMYTMA-007211,1968-01-01,7,5,254,26.71666667,-108.3333333,15.5811585300965
G20937,SEEDGWAS3917,CIMMYTMA-007217,1968-01-01,7,5,90,25.837113,-108.276721,15.0146421122003
G20941,SEEDGWAS1493,CIMMYTMA-007221,1968-01-01,7,5,62,25.81666667,-108.2333333,14.9673812563855
G20943,SEEDGWAS3918,CIMMYTMA-007223,1968-11-30,7,5,129,24.71666667,-107.2166667,13.5069530637208
G20945,SEEDGWAS1494,CIMMYTMA-007231,1968-01-01,7,5,243,24.97268,-106.983531,13.4595725673356
G20946,SEEDGWAS3919,CIMMYTMA-007236,1968-01-01,7,5,445,24.617159,-106.394078,12.7730534053956
G20952,SEEDGWAS3233,CIMMYTMA-007241,1968-01-01,7,5,445,24.617159,-106.394078,12.7730534053956
G20957,SEEDGWAS3922,CIMMYTMA-007247,1968-01-01,7,5,300,24.981251,-106.924634,13.4164388816726
G20958,SEEDGWAS3923,CIMMYTMA-007252,1968-12-10,8,6,444,27.048661,-108.975724,16.2932602603935
G20961,SEEDGWAS3924,CIMMYTMA-007254,1968-12-10,7,5,387,27.03333333,-108.9333333,16.2502137095041
G20963,SEEDGWAS3925,CIMMYTMA-007255,1968-12-11,8,6,685,30.55,-111.1166667,20.1691734526838
G20964,SEEDGWAS3926,CIMMYTMA-007256,1968-12-11,8,6,685,30.55,-111.1166667,20.1691734526838
G20972,SEEDGWAS3927,CIMMYTMA-007257,1968-12-11,7,5,409,27.83333333,-109.3333333,17.0568494151926
G20973,SEEDGWAS3928,CIMMYTMA-007259,1968-12-11,7,5,409,27.83333333,-109.3333333,17.0568494151926
G20974,SEEDGWAS3929,CIMMYTMA-007260,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G20983,SEEDGWAS3930,CIMMYTMA-007261,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G20985,SEEDGWAS2047,CIMMYTMA-007266,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G20985,SEEDGWAS4456,CIMMYTMA-007266,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G20987,SEEDGWAS3931,CIMMYTMA-007267,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G20988,SEEDGWAS3234,CIMMYTMA-007272,1968-12-12,7,5,401,28.11666667,-109.3,17.2088236900402
G20990,SEEDGWAS1495,CIMMYTMA-007273,1968-12-12,7,5,401,28.11666667,-109.3,17.2088236900402
G20992,SEEDGWAS3932,CIMMYTMA-007274,1968-12-12,7,5,401,28.11666667,-109.3,17.2088236900402
G20993,SEEDGWAS3933,CIMMYTMA-007275,1968-12-01,7,5,423,28.26666667,-109.3,17.3042223950078
G20997,SEEDGWAS3934,CIMMYTMA-007280,1968-12-01,7,5,1530,28.382437,-108.924906,17.0926513861141
G21000,SEEDGWAS1496,CIMMYTMA-007288,1968-12-01,7,5,1546,28.353628,-108.931234,17.0786428214107
G21012,SEEDGWAS3935,CIMMYTMA-007292,1968-12-14,7,5,454,28.975149,-109.395459,17.8366763379336
G21013,SEEDGWAS3936,CIMMYTMA-007299,1968-12-14,7,5,454,28.975149,-109.395459,17.8366763379336
G21016,SEEDGWAS3938,CIMMYTMA-007307,1968-12-14,7,5,459,28.980828,-109.206195,17.6985751829057
G21017,SEEDGWAS3939,CIMMYTMA-007309,1968-12-14,7,5,488,28.93333333,-109.1833333,17.6499370482887
G21022,SEEDGWAS3940,CIMMYTMA-007311,1968-12-14,7,5,488,28.93333333,-109.1833333,17.6499370482887
G21024,SEEDGWAS2048,CIMMYTMA-007312,1968-12-14,7,5,488,28.93333333,-109.1833333,17.6499370482887
G21027,SEEDGWAS3942,CIMMYTMA-007318,1968-12-14,7,5,459,28.980828,-109.206195,17.6985751829057
G21030,SEEDGWAS3943,CIMMYTMA-007320,1968-12-14,7,5,427,29.066667,-109.233333,17.7759669216614
G21038,SEEDGWAS3944,CIMMYTMA-007329,1968-12-15,7,5,556,29.01666667,-110.1333333,18.424508153598
G21045,SEEDGWAS3945,CIMMYTMA-007334,1968-01-01,7,5,628,29.06666667,-110.05,18.3927597893271
G21047,SEEDGWAS3946,CIMMYTMA-007335,1968-01-01,7,5,628,29.06666667,-110.05,18.3927597893271
G21048,SEEDGWAS3947,CIMMYTMA-007339,1968-01-01,7,5,597,29.21666667,-110.1333333,18.5532342347635
G21052,SEEDGWAS3948,CIMMYTMA-007343,1968-01-01,8,6,390,29.43544,-110.367266,18.873154007055
G21059,SEEDGWAS3949,CIMMYTMA-007346,1968-12-11,7,5,231,28.155757,-109.432449,17.3361590673816
G21061,SEEDGWAS3498,NA,NA,NA,NA,NA,NA,NA,NA
G21064,SEEDGWAS4115,NA,NA,NA,NA,NA,NA,NA,NA
G21067,SEEDGWAS2049,CIMMYTMA-007387,1946-07-01,7,5,339,-23.916667,-51.866667,60.3177534803072
G21070,SEEDGWAS3951,CIMMYTMA-007406,,5,3,173,-28.169642,-54.724175,61.337061908054
G21071,SEEDGWAS2050,CIMMYTMA-007409,,5,3,322,-29.33333333,-54.16666667,62.5742448110847
G21076,SEEDGWAS3954,CIMMYTMA-007420,,6,4,105,-29.674475,-53.890233,63.0127627205328
G21077,SEEDGWAS3235,CIMMYTMA-007429,,5,3,290,-27.616667,-54.3,61.2170571617457
G21081,SEEDGWAS3236,CIMMYTMA-007431,,6,4,880,-29.099481,-50.622391,64.829010671807
G21086,SEEDGWAS3237,CIMMYTMA-007440,,5,3,322,-29.33333333,-54.16666667,62.5742448110847
G21089,SEEDGWAS3238,CIMMYTMA-007454,,5,3,307,-27.658331,-54.766927,60.930760450341
G21096,SEEDGWAS3239,CIMMYTMA-007455,,5,3,250,-28.365057,-54.283493,61.7783960526475
G21098,SEEDGWAS3955,CIMMYTMA-007462,,5,3,310,-28.263266,-54.009359,61.8889230722038
G21100,SEEDGWAS3956,CIMMYTMA-007468,,6,4,2,-30.385271,-50.619718,65.7556238448398
G21102,SEEDGWAS2051,CIMMYTMA-007473,,5,3,414,-27.9431,-53.96135,61.6867215107642
G21111,SEEDGWAS3957,CIMMYTMA-007491,,5,3,418,-28.03333333,-54.33333333,61.5002845715042
G21118,SEEDGWAS345,CIMMYTMA-007492,,5,3,424,-27.580314,-53.960459,61.4222390175923
G21119,SEEDGWAS3958,CIMMYTMA-007493,,NA,NA,322,-29.33333333,-54.16666667,62.5742448110847
G21120,SEEDGWAS2052,CIMMYTMA-007498,,5,3,310,-28.263266,-54.009359,61.8889230722038
G21121,SEEDGWAS3959,CIMMYTMA-007516,,5,3,322,-29.33333333,-54.16666667,62.5742448110847
G21122,SEEDGWAS2053,CIMMYTMA-007521,,5,3,310,-28.263266,-54.009359,61.8889230722038
G21125,SEEDGWAS4932,CIMMYTMA-007526,1970-02-28,7,5,1896,17.312798,-97.816908,1.83609325737719
G21125,SEEDGWAS2475,CIMMYTMA-007526,1970-02-28,7,5,1896,17.312798,-97.816908,1.83609325737719
G21130,SEEDGWAS4457,CIMMYTMA-007528,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21130,SEEDGWAS2801,CIMMYTMA-007528,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21140,SEEDGWAS2802,CIMMYTMA-007535,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21140,SEEDGWAS4458,CIMMYTMA-007535,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21141,SEEDGWAS4993,CIMMYTMA-007543,1967-01-01,6,4,2144,19.01666667,-98.4,3.01334999641414
G21143,SEEDGWAS4459,CIMMYTMA-007560,1967-01-01,7,5,2261,19.28333333,-98.43333333,3.20524746884788
G21145,SEEDGWAS4460,CIMMYTMA-007561,1967-01-01,6,4,2404,19.244746,-98.499901,3.232061096091
G21145,SEEDGWAS2804,CIMMYTMA-007561,1967-01-01,6,4,2404,19.244746,-98.499901,3.232061096091
G21146,SEEDGWAS4461,CIMMYTMA-007562,1967-01-01,6,4,2404,19.244746,-98.499901,3.232061096091
G21151,SEEDGWAS2806,CIMMYTMA-007567,1967-01-01,6,4,2144,19.01666667,-98.4,3.01334999641414
G21151,SEEDGWAS4462,CIMMYTMA-007567,1967-01-01,6,4,2144,19.01666667,-98.4,3.01334999641414
G21157,SEEDGWAS4994,CIMMYTMA-007568,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21157,SEEDGWAS2807,CIMMYTMA-007568,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21158,SEEDGWAS5140,CIMMYTMA-007571,1967-01-01,6,4,2438,19.268596,-98.523863,3.26568603848273
G21158,SEEDGWAS3710,CIMMYTMA-007571,1967-01-01,6,4,2438,19.268596,-98.523863,3.26568603848273
G2116,SEEDGWAS5190,CIMMYTMA-000239,1943-01-01,6,4,1677,18.483431,-97.427292,1.92086142794762
G2116,SEEDGWAS4286,CIMMYTMA-000239,1943-01-01,6,4,1677,18.483431,-97.427292,1.92086142794762
G21165,SEEDGWAS4463,CIMMYTMA-007574,1967-01-01,7,5,2261,19.28333333,-98.43333333,3.20524746884788
G21177,SEEDGWAS3711,CIMMYTMA-007575,1967-01-01,6,4,2438,19.268596,-98.523863,3.26568603848273
G21179,SEEDGWAS2809,CIMMYTMA-007578,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21179,SEEDGWAS4995,CIMMYTMA-007578,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21182,SEEDGWAS2810,CIMMYTMA-007580,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21182,SEEDGWAS4996,CIMMYTMA-007580,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21187,SEEDGWAS4464,CIMMYTMA-007582,1967-01-01,6,4,2438,19.268596,-98.523863,3.26568603848273
G21187,SEEDGWAS3712,CIMMYTMA-007582,1967-01-01,6,4,2438,19.268596,-98.523863,3.26568603848273
G21192,SEEDGWAS2811,CIMMYTMA-007585,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21192,SEEDGWAS4465,CIMMYTMA-007585,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21193,SEEDGWAS2812,CIMMYTMA-007588,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21193,SEEDGWAS4466,CIMMYTMA-007588,1967-01-01,6,4,2317,19.03333333,-98.03333333,2.73911991478208
G21194,SEEDGWAS2813,CIMMYTMA-007591,1967-01-01,6,4,2155,19.08333333,-98.28333333,2.9621689191462
G21194,SEEDGWAS4997,CIMMYTMA-007591,1967-01-01,6,4,2155,19.08333333,-98.28333333,2.9621689191462
G21196,SEEDGWAS2814,CIMMYTMA-007600,1967-01-01,6,4,2170,19.1,-98.3,2.98561370203481
G21196,SEEDGWAS4998,CIMMYTMA-007600,1967-01-01,6,4,2170,19.1,-98.3,2.98561370203481
G21198,SEEDGWAS4999,CIMMYTMA-007606,1967-01-01,6,4,2078,18.91666667,-97.86666667,2.53711343667479
G21198,SEEDGWAS2815,CIMMYTMA-007606,1967-01-01,6,4,2078,18.91666667,-97.86666667,2.53711343667479
G21200,SEEDGWAS2816,CIMMYTMA-007608,1967-01-01,6,4,2140,19.04153,-98.287568,2.9393237154138
G21200,SEEDGWAS5000,CIMMYTMA-007608,1967-01-01,6,4,2140,19.04153,-98.287568,2.9393237154138
G21201,SEEDGWAS2817,CIMMYTMA-007613,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21202,SEEDGWAS4467,CIMMYTMA-007614,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21202,SEEDGWAS3713,CIMMYTMA-007614,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21203,SEEDGWAS4468,CIMMYTMA-007622,1967-01-01,6,4,2388,19.2,-98.46666667,3.1781371753662
G21203,SEEDGWAS2818,CIMMYTMA-007622,1967-01-01,6,4,2388,19.2,-98.46666667,3.1781371753662
G21206,SEEDGWAS5001,CIMMYTMA-007649,1967-01-01,6,4,2189,18.9,-97.96666667,2.60138855910543
G21206,SEEDGWAS2819,CIMMYTMA-007649,1967-01-01,6,4,2189,18.9,-97.96666667,2.60138855910543
G2121,SEEDGWAS6,CIMMYTMA-000241,1943-01-01,7,5,22,18.10027778,-95.9305556,0.88518555370214
G21210,SEEDGWAS4469,NA,NA,NA,NA,NA,NA,NA,NA
G21211,SEEDGWAS5002,CIMMYTMA-007666,1967-01-01,6,4,2283,19.15,-98.4,3.09484343348383
G21211,SEEDGWAS2820,CIMMYTMA-007666,1967-01-01,6,4,2283,19.15,-98.4,3.09484343348383
G21213,SEEDGWAS3714,CIMMYTMA-007667,1967-01-01,6,4,2283,19.15,-98.4,3.09484343348383
G21213,SEEDGWAS4470,CIMMYTMA-007667,1967-01-01,6,4,2283,19.15,-98.4,3.09484343348383
G21218,SEEDGWAS2821,CIMMYTMA-007669,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21218,SEEDGWAS4471,CIMMYTMA-007669,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21219,SEEDGWAS4472,CIMMYTMA-007671,1967-01-01,7,5,2229,19.16666667,-98.35,3.066530841503
G21219,SEEDGWAS2822,CIMMYTMA-007671,1967-01-01,7,5,2229,19.16666667,-98.35,3.066530841503
G21223,SEEDGWAS2823,CIMMYTMA-007673,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21223,SEEDGWAS4473,CIMMYTMA-007673,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21224,SEEDGWAS2824,CIMMYTMA-007674,1967-01-01,7,5,2355,19.33333333,-98.48333333,3.2757103050416
G21226,SEEDGWAS4474,CIMMYTMA-007685,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21227,SEEDGWAS2825,CIMMYTMA-007689,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21227,SEEDGWAS4475,CIMMYTMA-007689,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21232,SEEDGWAS3715,CIMMYTMA-007698,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21232,SEEDGWAS5141,CIMMYTMA-007698,1967-01-01,7,5,2593,19.33333333,-98.56666667,3.33974388286158
G21233,SEEDGWAS4476,CIMMYTMA-007711,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
G21233,SEEDGWAS2826,CIMMYTMA-007711,1967-01-01,6,4,2122,18.98333333,-98.16666667,2.80856828938007
